,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72
global76,0.64676,0.12376,0.07485,0.03414,0.02573,0.01466,0.01175,0.00807,0.00743,0.00573,0.0049,0.00485,0.0034,0.00307,0.00284,0.00246,0.00229,0.0018,0.00174,0.00149,0.00137,0.00133,0.0012,0.00108,0.00098,9e-04,0.00082,0.00074,7e-04,0.00067,0.00056,0.00052,0.00046,0.00045,0.00043,0.00038,0.00037,0.00036,0.00034,0.00031,3e-04,0.00027,0.00026,0.00023,0.00022,0.00021,2e-04,0.00019,0.00018,0.00018,0.00017,0.00016,0.00016,0.00014,0.00013,0.00013,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,4e-05,0
global77,0.79447,0.10249,0.04785,0.01284,0.0088,0.00603,0.00513,0.0035,0.00289,0.00228,0.00181,0.00148,0.00124,0.00104,0.00087,0.00073,0.00063,0.00061,0.00048,0.00039,0.00037,0.00032,3e-04,0.00029,0.00027,0.00024,0.00021,0.00019,0.00016,0.00016,0.00014,0.00014,0.00013,0.00012,1e-04,1e-04,9e-05,8e-05,7e-05,7e-05,7e-05,7e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0
global78,0.61693,0.09819,0.0521,0.03684,0.02783,0.0234,0.01835,0.01217,0.00982,0.0088,0.00765,0.00757,0.00645,0.00537,0.00499,0.0045,0.00401,0.00379,0.00342,0.00325,0.00304,0.00251,0.00229,0.00227,0.00203,0.00191,0.00176,0.00165,0.00162,0.00149,0.00138,0.00128,0.00119,0.00116,0.00106,0.00104,0.001,0.00096,0.00092,0.00085,0.00082,8e-04,0.00075,0.00074,0.00069,0.00067,0.00061,0.00059,0.00054,0.00053,0.00049,0.00047,0.00045,0.00042,0.00041,0.00037,0.00036,0.00033,0.00032,0.00032,0.00029,0.00029,0.00027,0.00026,0.00023,0.00022,0.00021,2e-04,0.00018,0.00015,0.00014,0
global79,0.72447,0.08787,0.0767,0.02331,0.01573,0.01179,0.00889,0.00693,0.00518,0.00477,0.00344,0.00299,0.00234,0.00198,0.00187,0.00175,0.0015,0.00142,0.00131,0.00117,0.00104,0.00096,0.00087,0.00081,0.00071,0.00071,0.00062,0.00058,0.00055,0.00047,0.00046,0.00044,4e-04,0.00038,0.00037,0.00035,0.00032,3e-04,0.00029,0.00028,0.00027,0.00024,0.00023,0.00021,2e-04,0.00019,0.00018,0.00016,0.00016,0.00014,0.00014,0.00014,0.00013,0.00012,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,2e-05,0
global80,0.76415,0.0988,0.04554,0.0237,0.01247,0.01103,0.00699,0.00563,0.00412,0.00319,0.00298,0.00236,0.00186,0.00161,0.00138,0.00116,0.00101,0.00092,0.00087,0.00083,0.00069,0.00061,0.00056,0.00051,5e-04,0.00048,0.00046,4e-04,0.00035,0.00033,0.00031,0.00027,0.00026,0.00024,0.00023,0.00022,0.00021,2e-04,0.00019,0.00017,0.00016,0.00015,0.00015,0.00013,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,0
global81,0.82899,0.06587,0.044,0.01462,0.00882,0.00744,0.00493,0.00457,0.00329,0.00258,0.00185,0.00154,0.00134,0.0011,0.00095,0.00078,0.00078,6e-04,0.00055,0.00047,0.00045,0.00039,0.00034,0.00032,3e-04,0.00026,0.00021,2e-04,0.00018,0.00017,0.00016,0.00015,0.00014,0.00013,0.00012,0.00011,1e-04,9e-05,9e-05,8e-05,7e-05,7e-05,7e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0
global82,0.81853,0.09004,0.04573,0.01123,0.00908,0.00709,0.0031,0.00262,0.00216,0.00158,0.00109,0.00087,0.00073,6e-04,0.00052,0.00047,0.00042,4e-04,0.00036,0.00032,0.00029,0.00024,0.00022,0.00019,0.00016,0.00015,0.00014,0.00014,0.00011,0.00011,1e-04,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0
global83,0.82957,0.06884,0.05603,0.01527,0.00646,0.0049,0.00426,0.0026,0.00188,0.00127,0.00109,0.00097,0.00091,0.00075,0.00062,0.00052,4e-04,0.00032,0.00029,0.00028,0.00025,0.00024,0.00022,0.00019,0.00017,0.00015,0.00013,0.00012,0.00011,9e-05,9e-05,9e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0,0,0,0
global84,0.7972,0.08745,0.0455,0.01706,0.0127,0.00828,0.00685,0.00356,0.0028,0.00227,0.00205,0.00153,0.0013,0.00122,0.00105,0.00092,8e-04,0.00068,0.00064,0.00058,0.00056,4e-04,0.00038,0.00032,0.00031,0.00026,0.00025,0.00023,0.00021,0.00021,0.00019,0.00018,0.00017,0.00015,0.00013,0.00013,0.00011,1e-04,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0
global85,0.70079,0.10249,0.06569,0.04766,0.0164,0.01161,0.00886,0.00685,0.00549,0.0045,0.00403,0.00354,0.00256,0.0021,0.0018,0.00159,0.00117,0.00102,0.00101,0.00088,8e-04,7e-04,0.00064,6e-04,0.00054,0.00048,0.00044,0.00042,0.00039,0.00036,0.00035,0.00031,0.00026,0.00025,0.00023,0.00022,0.00021,2e-04,0.00019,0.00018,0.00016,0.00015,0.00013,0.00013,0.00012,0.00012,0.00011,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,0
global86,0.83364,0.06904,0.04851,0.01077,0.0094,0.00536,0.00353,0.00322,0.00199,0.00163,0.00158,0.00141,0.0011,0.00086,0.00082,0.00073,0.00061,0.00054,0.00049,0.00043,0.00036,0.00031,0.00029,0.00027,0.00025,0.00024,2e-04,0.00018,0.00017,0.00016,0.00015,0.00013,0.00013,0.00012,0.00011,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0,0
global87,0.66088,0.12689,0.0834,0.03559,0.02071,0.01153,0.01045,0.00782,0.00627,0.00469,0.00351,0.00286,0.00239,0.00213,0.00199,0.00179,0.00138,0.00128,0.00113,0.00107,0.00099,9e-04,0.00077,0.00069,0.00067,0.00059,0.00054,5e-04,0.00049,0.00047,0.00038,0.00037,0.00035,0.00032,3e-04,0.00028,0.00026,0.00025,0.00023,0.00021,0.00019,0.00018,0.00017,0.00016,0.00015,0.00014,0.00013,0.00012,0.00012,0.00011,0.00011,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,2e-05,0
global88,0.68022,0.12153,0.07126,0.03384,0.02413,0.01685,0.0094,0.00551,0.00496,0.0036,0.00297,0.00271,0.00228,0.00211,0.00179,0.00162,0.00124,0.00111,0.00103,0.00097,0.00081,0.00076,7e-04,0.00065,6e-04,0.00054,0.00046,0.00043,0.00041,4e-04,4e-04,0.00033,0.00031,3e-04,0.00026,0.00025,0.00023,0.00023,2e-04,0.00019,0.00018,0.00016,0.00016,0.00014,0.00013,0.00012,0.00011,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,2e-05,2e-05,0
global89,0.72283,0.10129,0.0869,0.01722,0.01624,0.00946,0.00666,0.00617,0.00504,0.004,0.00337,0.0024,0.00225,0.00187,0.00127,0.00112,0.00104,0.001,0.00096,0.00075,0.00066,0.00065,0.00057,5e-04,0.00044,0.00043,0.00035,0.00034,0.00031,0.00028,0.00026,0.00023,0.00022,2e-04,0.00019,0.00017,0.00016,0.00015,0.00013,0.00013,0.00012,0.00012,1e-04,1e-04,9e-05,9e-05,9e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,0
global90,0.66608,0.12976,0.09461,0.02251,0.01926,0.00742,0.00681,0.00624,0.00543,0.00508,0.00398,0.00323,0.00312,0.00258,0.00213,0.00193,0.00183,0.00165,0.0013,0.00115,0.00105,0.00099,0.00087,0.00079,0.00073,0.00071,0.00064,0.00057,0.00053,0.00049,0.00045,0.00043,0.00039,0.00038,0.00036,0.00029,0.00028,0.00027,0.00026,0.00024,0.00023,0.00022,2e-04,0.00017,0.00017,0.00016,0.00016,0.00015,0.00014,0.00014,0.00013,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,7e-05,7e-05,7e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,3e-05,3e-05,2e-05,0
global91,0.77036,0.10685,0.04172,0.01693,0.01281,0.00995,0.00642,0.00528,0.00337,0.00314,0.00297,0.00223,0.00178,0.00152,0.00123,0.00114,0.00105,0.00097,0.00084,0.00077,0.00065,0.00064,0.00051,0.00051,0.00047,0.00043,4e-04,0.00037,0.00032,3e-04,0.00027,0.00026,0.00026,0.00024,0.00021,2e-04,0.00018,0.00017,0.00016,0.00015,0.00014,0.00014,0.00012,0.00012,1e-04,1e-04,1e-04,9e-05,8e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,1e-05,0
global92,0.78389,0.08222,0.05899,0.02378,0.01291,0.00731,0.00471,0.00377,0.00353,0.00272,0.00228,0.0018,0.00124,0.00104,0.00094,8e-04,0.00077,0.00063,0.00058,5e-04,0.00044,0.00039,0.00037,0.00036,0.00033,0.00028,0.00026,0.00023,0.00021,2e-04,0.00018,0.00017,0.00016,0.00014,0.00013,0.00012,0.00012,0.00011,1e-04,1e-04,9e-05,8e-05,8e-05,8e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0
global93,0.6853,0.13699,0.06046,0.03919,0.01571,0.01155,0.00869,0.00693,0.00412,0.00396,0.00297,0.0025,0.0023,0.0021,0.00184,0.00162,0.00134,0.00109,0.00105,0.00094,0.00084,7e-04,0.00064,0.00063,0.00057,0.00052,0.00047,0.00043,0.00035,0.00033,0.00029,0.00027,0.00026,0.00023,0.00022,2e-04,2e-04,0.00019,0.00017,0.00016,0.00015,0.00013,0.00012,0.00011,9e-05,9e-05,8e-05,8e-05,8e-05,7e-05,7e-05,7e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,0
global94,0.81437,0.08445,0.03485,0.01458,0.01055,0.00698,0.00472,0.00374,0.00337,0.00302,0.00239,0.00175,0.00142,0.00129,0.00108,0.00096,9e-04,8e-04,0.00074,0.00063,0.00057,0.00052,0.00051,0.00048,0.00044,4e-04,0.00035,0.00031,3e-04,0.00026,0.00025,0.00021,2e-04,0.00019,0.00018,0.00018,0.00016,0.00015,0.00014,0.00012,0.00012,0.00011,0.00011,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,0
